Sentence,Tagged_Sentence
"dress ni still loose jadi macam jubah, cumanya singkat la untuk saya",_
I really love this shope,_
"I bought two with the same size S, however orange color is slightly bigger size than the pink",_
"Produk terbaik, kain yang besar, baby selesa sgt pakai",_
Mmg sng klu ade wallet gini,_
no manners delivery man,_
This is my N times repeat order taste good thanks for free gift,_
warna okay this one similar dgn yg advertise,_
Carrie Carrie,_
"!The bag had broken,",_
Barang smpai juga akhirnya shopee express suka peram barng lamaa,_
Thank you seller for the fast delivery and nice packaging,_
tenkiu bg free gift,_
"Hander abit loose, still ok can use",_
"Fast shipping and nice packaging,",_
Received in good condition Belum try,_
Maaf gambar TIADA kaitan,_
"Baju cantik sangat2, dpt gift lg tq",_
Texture:gel terbaikkk,_
rasa macam air gula yg terlalu banyak berkilo2,_
Fast fast fast fast fast fast fast fast fast fast Fast fast fast fast fast fast fast fast fast fast Fast fast fast fast fast fast fast fast fast fast,_
ne second repeat order,_
terima kasih daun keladi nanti Sy beli lagi,_
Hi I will be at work until you post my things and I will send you a picture i,_
Small packaging easy for kids,_
Sorry the photo unrelated,_
Quality:ok lh not bad not good,_
Hanger dapat color yang betul,_
saiz muka tuk wrna kuning tu ok pas2 tuk sy yg sllu pki saiz m,_
Saiz muat-muat untuk sy cuma agak singkat,_
Морковь и рис успеет готовиться?,_
"Dua kes baharu itu membabitkan lelaki berusia 42 tahun tiba dari Afrika Selatan serta lelaki berumur 50 tahun dari Britain, dikaitkan dengan lima kes disyaki Omicron yang diumumkan kelmarin",_
o terus,_
kain pon nampak mahal gitchuuuuuu,_
Fun fact: this video also has a rick roll,_
My reliable(and sometimes buggy) bestfriend,_
perjalanan nak sampai agak panjang,_
nnt blh rpeat lagi,_
Tarifnya terlalu mahal dan promo gak berlaku,_
im a student i need it,_
Well parked,_
terbaik seller akan repeat order lg,_
Unexpected suits me perfectly,_
"Hello from Australia,Nice job $MENTION$",_
Susah nk cari yg ngam labuh dia,_
Pertamakali beli di sini,_
Functionality:Puashati,_
pnghantaran amik msa dlm smnggu ja dr oversea,_
boleh repeat lagi hee,_
🥰🥰 sorry gambar tak berkaitan,_
How Nicholas,_
Fastest delivery in all my Shopee purchase,_
"In early July, the city government banned the purchase of new diesel cars for public use, with a plan to procure only environment-friendly cars in the future",_
x nampak murah sgt,_
Belum pasang lg kt kereta,_
tapi kurang 1 star bagi sebab seller ambik masa 4 hari untuk shipping order,_
"Good quality,selamat sampai,penghantaran ok,bagus",_
Original teat philips avent,_
Sliper cantik tapi kena beli,_
"Dah pernah try beli kat seller lain, tp muslin momo juga best",_
