Sentence,Tagged_Sentence
"Tapiiiii, shopee express ni haa yg lambert",_
"Agak nipis, takda protection untuk Fon sbb casing ni nipis je",_
tapi akhir nya buleh jugak,_
"penghantaran sgt cepat, recommended",_
Fast delivery & received parcel in good condition,_
Barang sudah diterima di dalam keadaan terbaik dan bungkusan sangat kemas serta tiada masalah atau kerosakan pada barangan tersebut,_
"Baju terbaik, quality sesuai dengan harga",_
Quite a few times ordered from this seller,_
The kitties are also very cute,_
"Fast delivery,good packaging and items received in good condition",_
no damage to the item,_
For my nephew,_
"Tabung dia nice, seller pun peramah",_
eh tibe $HASHTAG$,_
sweeter than sweet,_
x fit sangat sesuai dengan bdn agak besar mcm saya,_
THANKYOUUUUUUU SELLER,_
"Bagi Muhd Alfie Rizqhi Amar, 11, pula berkata dia gembira dapat hadir ke sekolah hari ini dan lebih bersemangat untuk menuntut ilmu",_
Will try later tonight and thanks for the free gift,_
Bayar 11,_
"Product recieved with good condition, fast delivery & quality ok",_
"My friend order grab for me and I was drunk but when I call them if they found my wallet ,they just keep asking me to tell my friend to call them cuz my friend order that grab not me (my friend was in sg)in the end ,they said no wallet been found inside the grab and that was after many days , won't use this shxt anymore",_
"Wrapping protection yg sgt memuaskan, lebih baik dr sebelumnya sbb dah kurangkan penggunaan bubble plastic (save the environment ya )",_
"Seller pon baik je bila kite tanye apa², eventho bukan salah dari pihak dia",_
"So far, all items was well functioned n no problem",_
Cantik qurannye,_
value for money for 100s packing,_
"Fast shipping, barang elok takda cacat cela",_
Received in good condition and fast delivery too,_
Seluar saiz kecil,_
"That is why when Chief Minister Chow Kon Yeow chose to speak up on City Day (Jan 1), those who are in the know felt a stab of some sort",_
Saiz ok je ngam,_
sorry 2 say,_
Seller pon chat tunjuk brg,_
Can fit my purse,_
"Dalam pada itu, beliau berkata, kejayaan mencapai empat juta jam bekerja tanpa kecederaan dalam pelaksanaan projek berkenaan pula menandakan kesiapsiagaan pasukan projek dalam memastikan aspek keselamatan dan kesihatan pekerja dipatuhi pada tahap tertinggi",_
